id,scanScoreId,itemId,rule,recommendationPriority,recommendationId,recommendationTitle,recommendationContent,wellArchitectedCategoryLevel1,wellArchitectedCategoryLevel2,wellArchitectedCategoryLevel3,wellArchitectedCategoryLevel4,recommendationCategory,namespace,label,isBasic,recommendationEffort,apiName,relatedObject,wellArchitectedTopicId,wellArchitectedLevel4Url,metadataType,recommendationExcludeFromHealthScore,line,key,isBinary,createdAt,updatedAt,hidden
121491603,10457,355246260,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Create Escalation Ticket,false,1,CreateEscalationTicket,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsCreateEscalationTicketFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491604,10457,355246264,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Execute Transfer,false,1,ExecuteTransfer,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsExecuteTransferFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491605,10457,355246265,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Fetch Account Data,false,1,FetchAccountData,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsFetchAccountDataFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491606,10457,355246266,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Fetch Order History,false,1,FetchOrderHistory,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsFetchOrderHistoryFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491607,10457,355246267,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Fetch Support History,false,1,FetchSupportHistory,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsFetchSupportHistoryFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491608,10457,355246268,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Fetch User Profile,false,1,FetchUserProfile,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsFetchUserProfileFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491609,10457,355246269,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Finalize Onboarding,false,1,FinalizeOnboarding,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsFinalizeOnboardingFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491610,10457,355246271,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Generate Recommendations,false,1,GenerateRecommendations,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsGenerateRecommendationsFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491611,10457,355246272,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Generate Report,false,1,GenerateReport,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsGenerateReportFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491612,10457,355246273,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Get Account Balance,false,1,GetAccountBalance,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsGetAccountBalanceFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491613,10457,355246274,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Get Current Timestamp,false,1,GetCurrentTimestamp,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsGetCurrentTimestampFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491614,10457,355246275,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Get Current Weather,false,1,GetCurrentWeather,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsGetCurrentWeatherFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491615,10457,355246276,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Get Order Status,false,1,GetOrderStatus,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsGetOrderStatusFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491616,10457,355246277,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Get Product Info,false,1,GetProductInfo,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsGetProductInfoFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491617,10457,355246278,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Get Recommendations,false,1,GetRecommendations,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsGetRecommendationsFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491618,10457,355246279,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Get Weather Forecast,false,1,GetWeatherForecast,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsGetWeatherForecastFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491768,10457,355250648,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,Bank Account,true,1,Bank_Account__c,Account,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsAccountBank_Account__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491619,10457,355246283,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Handle Status Event,false,1,Handle_Status_Event,ebikesaws__OrderStatusUpdate__e,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsebikesaws__OrderStatusUpdate__eHandle_Status_EventFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491620,10457,355246284,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,HealthCheckRiskFlow,false,1,HealthCheckRiskFlow,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsHealthCheckRiskFlowFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121492015,10457,355251351,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,F1,false,1,F1__c,C_01_i_ig000000bw_w0__x,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsC_01_i_ig000000bw_w0__xF1__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491621,10457,355246285,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,HealthCheckRisksPromptTemplateFlow,false,1,HealthCheckRisksPromptTemplateFlow,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsHealthCheckRisksPromptTemplateFlowFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491622,10457,355246286,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,HealthCheckScoreAutoLaunch,false,1,HealthCheckScoreAutoLaunch,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsHealthCheckScoreAutoLaunchFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491623,10457,355246287,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,HealthCheckScorePromptTemplateFlow,false,1,HealthCheckScorePromptTemplate,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsHealthCheckScorePromptTemplateFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491624,10457,355246288,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,HealthCheckToolingAPI,false,1,HealthCheckToolingAPI,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsHealthCheckToolingAPIFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491625,10457,355246289,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,HelloWorldFlow,false,1,HelloWorldFlow,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsHelloWorldFlowFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491626,10457,355246291,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,LimitsTemplateFlow,false,1,LimitsTemplateFlow,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsLimitsTemplateFlowFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491627,10457,355246292,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Log Event,false,1,LogEvent,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsLogEventFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491628,10457,355246293,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Log Transaction,false,1,LogTransaction,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsLogTransactionFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491629,10457,355246294,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Loyalty External Services,false,1,Loyalty_External_Services,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsLoyalty_External_ServicesFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491630,10457,355246296,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,MB_TSP_Log_ReportExport_Count,false,1,MB_TSP_Log_ReportExport_Count,ReportEventStream,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsReportEventStreamMB_TSP_Log_ReportExport_CountFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491631,10457,355246297,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Create a New DynamoDB Order,false,1,MB_new_ebike_order,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsMB_new_ebike_orderFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491632,10457,355246298,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Perform Search,false,1,PerformSearch,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPerformSearchFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491633,10457,355246299,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,PolicyCondition_BjxwWqTXzdzkivLecKDb,false,1,PolicyCondition_BjxwWqTXzdzkivLecKDb,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPolicyCondition_BjxwWqTXzdzkivLecKDbFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121492016,10457,355251352,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,F2,false,1,F2__c,C_01_i_ig000000bw_w0__x,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsC_01_i_ig000000bw_w0__xF2__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121492017,10457,355251353,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,F3,false,1,F3__c,C_01_i_ig000000bw_w0__x,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsC_01_i_ig000000bw_w0__xF3__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491634,10457,355246300,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,PolicyCondition_DreiCUSCiiJROFomwwQQ,false,1,PolicyCondition_DreiCUSCiiJROFomwwQQ,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPolicyCondition_DreiCUSCiiJROFomwwQQFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121492066,10457,355251536,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,Last Payment,true,1,Last_Payment__c,Case,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsCaseLast_Payment__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491635,10457,355246301,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,PolicyCondition_KToMgREzRPQftVcqCltr,false,1,PolicyCondition_KToMgREzRPQftVcqCltr,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPolicyCondition_KToMgREzRPQftVcqCltrFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491636,10457,355246302,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,PolicyCondition_YNQCKqUexdcWgDpuhIXi,false,1,PolicyCondition_YNQCKqUexdcWgDpuhIXi,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPolicyCondition_YNQCKqUexdcWgDpuhIXiFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121492067,10457,355251542,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,Payment Billing,true,1,Payment_Billing__c,Case,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsCasePayment_Billing__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491637,10457,355246303,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,PolicyCondition_ZVTrIDRbQfbhuVdllbqd,false,1,PolicyCondition_ZVTrIDRbQfbhuVdllbqd,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPolicyCondition_ZVTrIDRbQfbhuVdllbqdFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491638,10457,355246304,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,PolicyCondition_efCjSJGxoGhqpCqgTAzW,false,1,PolicyCondition_efCjSJGxoGhqpCqgTAzW,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPolicyCondition_efCjSJGxoGhqpCqgTAzWFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491639,10457,355246305,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,PolicyCondition_jerMmceicbSSPCnXXyZD,false,1,PolicyCondition_jerMmceicbSSPCnXXyZD,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPolicyCondition_jerMmceicbSSPCnXXyZDFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121492068,10457,355251545,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,Product,true,1,Product__c,Case,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsCaseProduct__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121492069,10457,355251551,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,Source,true,1,Source__c,Case,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsCaseSource__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491640,10457,355246306,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,PolicyCondition_rrTjoOBnxllkVRakiBFf,false,1,PolicyCondition_rrTjoOBnxllkVRakiBFf,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPolicyCondition_rrTjoOBnxllkVRakiBFfFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121492070,10457,355251560,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,Unarchived,true,1,Unarchived__c,Case,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsCaseUnarchived__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121492151,10457,355252484,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,Price,false,1,Price__c,Ebikesales__x,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsEbikesales__xPrice__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491641,10457,355246307,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,PolicyCondition_zcRUhAgSnzVsMRSUqBoM,false,1,PolicyCondition_zcRUhAgSnzVsMRSUqBoM,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPolicyCondition_zcRUhAgSnzVsMRSUqBoMFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491642,10457,355246308,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Predict,false,1,Predict,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPredictFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491643,10457,355246309,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,PredictProbability,false,1,PredictProbability,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPredictProbabilityFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121492152,10457,355252485,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,Product,false,1,Product__c,Ebikesales__x,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsEbikesales__xProduct__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491644,10457,355246310,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Privacy Request Approval,false,1,Privacy_Request_Approval,PrivacyRequest,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPrivacyRequestPrivacy_Request_ApprovalFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121492153,10457,355252486,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,State,false,1,State__c,Ebikesales__x,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsEbikesales__xState__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121492170,10457,355252671,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,Answer,false,1,Answer__c,FAQ__kav,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsFAQ__kavAnswer__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121492171,10457,355252673,Custom field has no description,1,11,Add description to custom fields,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Data Model,,Question,false,1,Question__c,FAQ__kav,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,fields,false,,fieldsFAQ__kavQuestion__cCustom field has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
121491645,10457,355246312,Flow has no description,1,5,Add description to flow,Adding a description helps other users understand its purpose.,Easy,Intentional,Readability,Documentation,Declarative Automation,,Privacy Request Update Status,false,1,Privacy_Request_Update_Status,,22,https://architect.salesforce.com/well-architected/easy/simple#Documentation,flows,false,,flowsPrivacy_Request_Update_StatusFlow has no description,false,2026-05-04T00:49:04.253Z,2026-05-04T00:49:04.253Z,active
